,appid,is_top_seller,title,releaseDate,price,developer tier,publisher tier,genre,early access,achievement,tag,languages,steam award,DLC,recent positive,all positive,single or multi,positive review,negative review,recent player,peek player,most achieved rate
138,3320,1,Insaniquarium Deluxe,2006-08-30,5000.0,2,2,Casual,0,0,Casual,1,0,0,very positive,overwhelmingly positive,single only,3588,124,65.9,264.0,
139,1506980,1,葬花·暗黑桃花源,2021-10-22,14500.0,6,6,Adventure,0,33,Adventure,1,0,1,very positive,overwhelmingly positive,single only,3406,114,18.4,887.0,92.6
140,1215390,1,Animal Revolt Battle Simulator,2022-04-16,16000.0,5,5,Action,1,5,Sandbox,10,0,0,overwhelmingly positive,overwhelmingly positive,single only,3142,108,363.2,1034.0,23.3
141,1634150,1,Behind the Frame: The Finest Scenery,2021-08-25,13500.0,6,4,Adventure,0,19,Atmospheric,10,0,1,overwhelmingly positive,overwhelmingly positive,single only,3239,116,11.9,170.0,90.2
142,801480,1,Agent A: A puzzle in disguise,2019-08-30,20500.0,4,4,Adventure,0,30,Puzzle,11,0,0,overwhelmingly positive,overwhelmingly positive,single only,2748,112,26.6,178.0,95.1
143,1217390,1,Some Some Convenience Store,2020-01-15,15000.0,3,3,Adventure,0,25,Dating Sim,2,0,1,very positive,overwhelmingly positive,single only,2635,99,8.3,763.0,98.9
144,1488200,1,Symphony of War: The Nephilim Saga,2022-06-11,20500.0,6,4,Adventure,0,19,RPG,1,0,1,overwhelmingly positive,overwhelmingly positive,single only,2360,76,815.8,3175.0,75.5
145,1359980,1,POSTAL: Brain Damaged,2022-06-10,20500.0,4,2,Action,0,26,Funny,2,0,1,overwhelmingly positive,overwhelmingly positive,single only,2416,91,110.2,735.0,70.6
146,941460,1,Death Trash,2021-08-05,21500.0,5,5,Action,1,14,Early Access,2,0,0,very positive,overwhelmingly positive,single and multi,2355,94,22.9,936.0,84.7
147,1310990,1,Bishojo Mangekyo Kotowari to Meikyu no Shojo,2021-06-20,19000.0,2,2,Adventure,0,0,FPS,1,0,0,very positive,overwhelmingly positive,single only,2184,86,22.4,703.0,
148,318130,1,Doom & Destiny,2011-08-26,10500.0,5,5,Indie,0,44,RPG,6,0,0,,overwhelmingly positive,single only,1950,77,4.7,101.0,82.1
149,885810,1,The Witch's House MV,2018-10-31,15500.0,6,2,Adventure,0,0,Horror,11,0,0,very positive,overwhelmingly positive,single only,1957,61,10.9,151.0,
150,1156990,1,Return to Shironagasu Island,2020-03-03,5500.0,5,5,Adventure,0,6,Adventure,8,0,1,very positive,overwhelmingly positive,single only,1885,64,24.2,256.0,60.0
151,1817940,1,Love Delivery,2022-05-31,15500.0,6,6,Indie,1,24,Dating Sim,1,0,0,very positive,overwhelmingly positive,single only,1506,58,24.7,522.0,97.0
152,955740,1,Mini Healer,2020-04-24,8500.0,6,6,Action,1,0,Party-Based RPG,4,0,0,overwhelmingly positive,overwhelmingly positive,single only,1408,48,128.4,722.0,
153,1718870,1,Spaceflight Simulator,2022-02-18,12500.0,6,6,Indie,1,0,Sandbox,1,0,0,very positive,overwhelmingly positive,single only,1184,49,81.7,469.0,
154,566050,1,Zeus + Poseidon,2016-12-16,11500.0,6,4,Strategy,0,0,Strategy,1,0,0,very positive,overwhelmingly positive,single only,1145,50,98.7,329.0,
155,1481080,1,DRAMAtical Murder,2021-04-07,20500.0,2,2,Adventure,0,18,LGBTQ+,2,0,0,very positive,overwhelmingly positive,single only,1137,43,36.5,263.0,91.8
156,1173010,1,Flowers Blooming at the End of Summer,2021-02-26,0.0,5,4,Casual,0,9,Indie,1,0,1,very positive,overwhelmingly positive,single only,1109,46,,,95.4
157,865540,1,PLAYNE : The Meditation Game,2020-05-01,15500.0,5,5,Casual,0,40,Relaxing,1,0,1,,overwhelmingly positive,single only,949,35,8.1,36.0,74.4
158,552080,1,IronWolf VR,2022-04-13,21000.0,6,6,Action,0,0,Co-op,1,0,0,,overwhelmingly positive,single and multi,916,35,5.0,83.0,
159,1786790,1,Magical Girl Celesphonia,2022-05-07,20500.0,1,1,Adventure,0,0,Sexual Content,3,0,0,overwhelmingly positive,overwhelmingly positive,single only,860,33,214.4,1583.0,
160,353540,1,Stephen's Sausage Roll,2016-04-18,31000.0,6,6,Indie,0,0,Puzzle,1,0,0,very positive,overwhelmingly positive,single only,1158,57,6.7,82.0,
161,284850,1,Grim Legends: The Forsaken Bride,2014-02-25,10500.0,2,2,Casual,0,24,Hidden Object,10,0,0,very positive,overwhelmingly positive,single only,1323,51,12.6,711.0,64.6
162,1499120,1,I Expect You To Die 2,2021-08-25,26000.0,6,6,Adventure,0,19,Puzzle,1,0,1,very positive,overwhelmingly positive,single only,769,29,13.4,210.0,84.5
163,279800,1,Grim Legends 2: Song of the Dark Swan,2014-09-27,10500.0,2,2,Adventure,0,29,Hidden Object,11,0,0,very positive,overwhelmingly positive,single only,1096,41,7.1,204.0,63.4
164,1335560,1,UNREAL LIFE,2020-11-20,20500.0,6,6,Adventure,0,64,Adventure,9,0,1,very positive,overwhelmingly positive,single only,653,23,14.4,71.0,89.4
165,639490,1,Umineko When They Cry - Answer Arcs,2017-11-18,31000.0,3,2,Adventure,0,23,Great Soundtrack,2,0,0,very positive,overwhelmingly positive,single only,640,26,26.7,80.0,67.1
166,242760,1,The Forest,2018-05-01,20500.0,6,6,Action,0,45,Open World Survival Craft,16,0,0,overwhelmingly positive,overwhelmingly positive,single and multi,369010,18577,17441.3,66829.0,82.0
167,892970,1,Valheim,2021-02-02,20500.0,2,2,Action,1,0,Open World Survival Craft,12,0,1,very positive,overwhelmingly positive,single and multi,337025,16222,15739.2,498478.0,
168,239140,1,Dying Light,2015-01-26,34800.0,2,2,Action,0,78,Zombies,17,0,1,overwhelmingly positive,overwhelmingly positive,single and multi,316493,16568,5003.6,45770.0,94.8
169,435150,1,Divinity: Original Sin 2 - Definitive Edition,2017-09-14,54000.0,2,2,Adventure,0,97,Tactical RPG,12,0,1,very positive,overwhelmingly positive,single and multi,141738,5849,8094.3,93350.0,84.3
170,220200,1,Kerbal Space Program,2015-04-28,43000.0,2,6,Indie,0,0,Space,9,0,1,overwhelmingly positive,overwhelmingly positive,single only,99446,5320,2836.8,19079.0,
171,362890,1,Black Mesa,2020-03-06,20500.0,6,6,Action,0,50,FPS,26,0,0,very positive,overwhelmingly positive,single only,80177,3761,954.8,7116.0,63.3
172,212680,1,FTL: Faster Than Light,2012-09-15,10500.0,2,2,Indie,0,51,Roguelike,10,0,1,very positive,overwhelmingly positive,single only,62214,2684,1301.5,18821.0,33.8
173,601150,1,Devil May Cry 5,2019-03-08,33400.0,1,1,Action,0,55,Action,12,0,1,overwhelmingly positive,overwhelmingly positive,single and multi,77301,4128,2634.9,88735.0,92.2
174,55230,1,Saints Row: The Third,2011-11-15,10500.0,1,1,Action,0,83,Open World,9,0,1,overwhelmingly positive,overwhelmingly positive,single only,62653,2673,345.8,34254.0,90.0
175,635260,1,CarX Drift Racing Online,2017-11-18,15500.0,6,6,Massively Multiplayer,0,36,Racing,12,0,1,overwhelmingly positive,overwhelmingly positive,single and multi,44325,2186,2434.1,4798.0,87.3
176,881100,1,Noita,2020-10-16,20500.0,4,4,Action,1,14,Physics,11,0,1,very positive,overwhelmingly positive,single only,43171,2063,1709.2,5183.0,66.8
177,261570,1,Ori and the Blind Forest,2015-03-11,,2,1,Action,0,50,Great Soundtrack,9,0,0,very positive,overwhelmingly positive,single only,46404,2228,155.3,13048.0,82.6
178,113200,1,The Binding of Isaac,2011-09-29,5500.0,2,2,Action,0,99,Action Roguelike,1,0,1,very positive,overwhelmingly positive,single only,51755,2493,225.3,12295.0,70.1
179,638970,1,Yakuza 0,2018-08-01,22800.0,1,1,Action,0,55,Story Rich,2,0,0,overwhelmingly positive,overwhelmingly positive,single only,48764,2532,1586.9,8907.0,93.0
180,346010,1,Besiege,2020-02-18,15500.0,4,4,Indie,0,36,Building,14,0,0,overwhelmingly positive,overwhelmingly positive,single and multi,42117,1935,379.0,11120.0,44.0
181,1250,1,Killing Floor,2009-05-14,21000.0,2,2,Action,0,285,FPS,8,0,1,very positive,overwhelmingly positive,single only,60433,3202,241.1,21151.0,68.3
182,753640,1,Outer Wilds,2020-06-19,26000.0,2,2,Action,0,31,Exploration,13,0,1,overwhelmingly positive,overwhelmingly positive,single only,36030,1774,693.4,7936.0,32.1
183,200260,1,Batman: Arkham City - Game of the Year Edition,2012-09-08,21000.0,6,1,Action,0,64,Action,8,0,0,overwhelmingly positive,overwhelmingly positive,single only,44991,1924,689.0,6822.0,84.7
184,501300,1,What Remains of Edith Finch,2017-04-25,21000.0,2,2,Adventure,0,9,Story Rich,11,0,1,overwhelmingly positive,overwhelmingly positive,single only,25901,1211,68.3,405.0,61.1
185,383980,1,Rivals of Aether,2017-03-29,31000.0,6,6,Indie,0,36,Fighting,2,0,1,very positive,overwhelmingly positive,single and multi,23686,1174,422.1,2828.0,34.4
186,333600,1,NEKOPARA Vol. 1,2014-12-30,10500.0,2,1,Casual,0,14,Hentai,3,0,1,very positive,overwhelmingly positive,single only,24354,1145,82.0,482.0,91.1
187,972660,1,Spiritfarer®: Farewell Edition,2020-08-18,31000.0,3,3,Adventure,0,39,Emotional,11,0,1,overwhelmingly positive,overwhelmingly positive,single and multi,20604,891,1450.7,4574.0,72.3
188,4700,1,Total War: MEDIEVAL II – Definitive Edition,2006-11-15,25000.0,6,1,Strategy,0,0,Strategy,9,0,0,overwhelmingly positive,overwhelmingly positive,single only,24380,1056,2967.9,8419.0,
189,41700,1,S.T.A.L.K.E.R.: Call of Pripyat,2010-02-12,21000.0,2,2,Action,0,0,Atmospheric,8,0,0,overwhelmingly positive,overwhelmingly positive,single only,21561,1106,274.9,1221.0,
190,380,1,Half-Life 2: Episode One,2006-06-01,8500.0,1,1,Action,0,13,FPS,18,0,1,overwhelmingly positive,overwhelmingly positive,single only,20514,927,140.0,1102.0,60.2
191,860510,1,Little Nightmares II,2021-02-11,,1,1,Adventure,0,35,Horror,14,0,1,very positive,overwhelmingly positive,single only,19671,938,308.1,5368.0,85.9
192,1369630,1,ENDER LILIES: Quietus of the Knights,2021-06-21,26500.0,6,4,Action,1,38,Metroidvania,11,0,1,very positive,overwhelmingly positive,single only,17313,847,503.8,6332.0,93.5
193,230290,1,Universe Sandbox,2015-08-24,31000.0,4,4,Casual,0,0,Sandbox,26,0,0,overwhelmingly positive,overwhelmingly positive,single only,16833,706,289.4,629.0,
194,406150,1,Refunct,2015-10-16,3300.0,4,4,Adventure,0,10,Parkour,28,0,0,overwhelmingly positive,overwhelmingly positive,single only,15791,707,17.5,476.0,88.1
195,35720,1,Trine 2: Complete Story,2013-06-07,5500.0,3,3,Action,0,97,Puzzle Platformer,15,0,1,very positive,overwhelmingly positive,single and multi,19522,894,50.7,3653.0,80.7
196,1190000,1,Car Mechanic Simulator 2021,2021-08-11,,5,2,Racing,0,46,Simulation,17,0,1,overwhelmingly positive,overwhelmingly positive,single only,13657,620,1549.7,22530.0,82.2
197,1046030,1,ISLANDERS,2019-04-04,6500.0,4,4,Casual,0,26,Relaxing,12,0,0,very positive,overwhelmingly positive,single only,13434,681,62.2,1761.0,98.8
198,1451940,1,NEEDY STREAMER OVERLOAD,2022-01-21,16500.0,4,4,Simulation,0,30,Psychological Horror,5,0,1,very positive,overwhelmingly positive,single only,12898,678,235.0,3627.0,80.0
199,50,1,Half-Life: Opposing Force,1999-11-01,5500.0,6,1,Action,0,0,FPS,4,0,0,very positive,overwhelmingly positive,single only,14316,718,101.0,620.0,
200,601840,1,Griftlands,2021-06-02,20500.0,1,1,Indie,1,13,Card Battler,11,0,0,very positive,overwhelmingly positive,single only,11434,593,271.9,7545.0,4.0
201,35700,1,Trine Enchanted Edition,2009-07-02,16000.0,3,3,Action,0,33,Puzzle Platformer,5,0,1,very positive,overwhelmingly positive,single and multi,12978,559,38.6,1186.0,84.5
202,837470,1,Untitled Goose Game,2020-09-24,20500.0,4,6,Action,0,25,Funny,14,0,0,overwhelmingly positive,overwhelmingly positive,single and multi,10731,478,311.9,1669.0,42.3
203,1557740,1,ROUNDS,2021-04-02,6500.0,2,2,Action,0,0,Multiplayer,1,0,0,overwhelmingly positive,overwhelmingly positive,,11017,521,570.0,1332.0,
204,9450,1,"Warhammer® 40,000: Dawn of War® - Soulstorm",2008-03-05,14000.0,1,1,Strategy,0,0,Warhammer 40K,3,0,0,very positive,overwhelmingly positive,single only,12346,587,824.8,3245.0,
205,40700,1,Machinarium,2009-10-17,5000.0,2,2,Adventure,0,12,Point & Click,15,0,0,overwhelmingly positive,overwhelmingly positive,single only,10331,482,73.6,720.0,41.0
206,1584090,1,Touhou Mystia's Izakaya,2021-10-01,6300.0,6,6,Casual,1,141,Casual,4,0,1,overwhelmingly positive,overwhelmingly positive,single only,8751,367,472.9,1651.0,90.7
207,927380,1,Yakuza Kiwami 2,2019-05-09,34000.0,1,1,Action,0,59,Action,2,0,1,very positive,overwhelmingly positive,single only,9762,458,384.9,3217.0,81.8
208,266010,1,LYNE,2014-03-17,3300.0,5,5,Casual,0,33,Puzzle,12,0,0,very positive,overwhelmingly positive,single only,7589,328,9.0,239.0,88.8
209,375480,1,Chronicon,2020-08-21,14500.0,5,5,Action,0,145,Loot,4,0,1,very positive,overwhelmingly positive,single and multi,7092,330,314.4,4858.0,89.8
210,430960,1,Lucy -The Eternity She Wished For-,2016-02-28,10500.0,6,6,Adventure,0,0,Visual Novel,9,0,1,very positive,overwhelmingly positive,single only,6885,353,6.4,190.0,
211,900270,1,Reventure,2019-06-04,8500.0,5,5,Adventure,0,101,Adventure,14,0,1,very positive,overwhelmingly positive,single only,6951,373,48.3,1303.0,84.0
212,40950,1,Stronghold HD,2001-10-19,6500.0,2,2,Simulation,0,0,Real Time Tactics,10,0,1,very positive,overwhelmingly positive,single only,7241,351,178.8,749.0,
213,914800,1,Coffee Talk,2020-01-30,13500.0,2,2,Adventure,0,24,Conversation,11,0,1,overwhelmingly positive,overwhelmingly positive,single only,5827,277,61.4,673.0,96.2
214,435120,1,Rusty Lake Hotel,2016-01-29,2200.0,1,1,Adventure,0,23,Puzzle,20,0,0,very positive,overwhelmingly positive,single only,5622,260,46.0,4900.0,47.4
215,1504020,1,Mosaique Neko Waifus 4,2021-02-13,2200.0,2,2,Casual,0,101,Hentai,14,0,1,very positive,overwhelmingly positive,single only,3608,172,25.1,693.0,82.1
216,1195290,1,Moncage,2021-11-16,15500.0,6,2,Adventure,0,15,Puzzle,8,0,1,very positive,overwhelmingly positive,single only,3419,178,27.5,1942.0,69.2
217,1574580,1,Strange Horticulture,2022-01-21,15500.0,2,2,Adventure,0,18,Mystery,8,0,0,overwhelmingly positive,overwhelmingly positive,single only,3223,139,,,96.9
218,494150,1,The Thrill of the Fight - VR Boxing,2016-07-01,10500.0,6,6,Action,0,0,Sports,1,0,0,very positive,overwhelmingly positive,single only,2935,142,16.8,482.0,
219,1046480,1,THE IDOLM@STER STARLIT SEASON,2021-10-14,64800.0,1,1,Simulation,0,47,Anime,1,0,1,very positive,overwhelmingly positive,single only,3247,139,117.5,6104.0,47.1
220,744190,1,Rusty Lake Paradise,2018-01-11,4400.0,1,1,Adventure,0,50,Puzzle,14,0,0,very positive,overwhelmingly positive,single only,3089,172,59.8,1124.0,90.4
221,488310,1,Eleven Table Tennis,2016-06-20,20500.0,6,6,Casual,0,0,Sports,16,0,0,very positive,overwhelmingly positive,single only,2712,136,22.8,547.0,
222,1062520,1,Dinkum,2022-07-14,20500.0,6,6,Indie,1,0,Early Access,1,0,0,,overwhelmingly positive,single and multi,2616,141,5921.4,10307.0,
223,858260,1,Until You Fall,2020-10-27,26000.0,5,5,Action,1,47,VR,9,0,1,very positive,overwhelmingly positive,single only,2578,144,17.0,136.0,68.0
224,246840,1,FATE,2005-05-18,15500.0,5,5,Action,0,10,RPG,1,0,0,very positive,overwhelmingly positive,single only,2529,144,89.3,349.0,82.6
225,359510,1,Tangle Tower,2019-10-22,20500.0,4,4,Adventure,0,10,Detective,14,0,1,overwhelmingly positive,overwhelmingly positive,single only,2059,100,32.8,335.0,80.4
226,1345820,1,Ragnarock,2021-07-16,26000.0,5,5,Casual,1,11,Rhythm,11,0,1,very positive,overwhelmingly positive,single only,2110,111,30.2,128.0,19.8
227,1546860,1,Saiko no sutoka,2020-09-06,5500.0,6,6,Action,0,30,Horror,12,0,0,very positive,overwhelmingly positive,single only,1838,86,18.4,136.0,87.1
228,1299120,1,Mosaique Neko Waifus 2,2020-06-05,2200.0,2,2,Casual,0,100,Hentai,10,0,1,very positive,overwhelmingly positive,single only,1841,84,24.6,722.0,73.9
229,587430,1,I Expect You To Die,2017-04-25,26000.0,5,5,Adventure,0,11,VR,9,0,0,very positive,overwhelmingly positive,single only,2014,112,17.8,822.0,92.4
230,355980,1,Dungeon Warfare,2015-11-05,9900.0,5,5,Indie,0,35,Tower Defense,7,0,0,very positive,overwhelmingly positive,single only,1544,66,23.0,455.0,88.9
231,577690,1,Spooky's Jump Scare Mansion: HD Renovation,2017-03-01,10500.0,5,5,Action,0,34,Horror,4,0,0,very positive,overwhelmingly positive,single only,1557,77,16.4,173.0,86.9
232,440880,1,The Count Lucanor,2016-03-03,10500.0,4,2,Adventure,0,32,Survival Horror,12,0,0,very positive,overwhelmingly positive,single only,1819,102,4.8,80.0,65.9
233,345820,1,Shantae and the Pirate's Curse,2015-04-23,21000.0,2,2,Action,0,44,Platformer,1,0,0,very positive,overwhelmingly positive,single only,2185,148,8.0,483.0,71.7
234,1385730,1,Mosaique Neko Waifus 3,2020-08-28,2200.0,2,2,Casual,0,100,Hentai,10,0,1,very positive,overwhelmingly positive,single only,1358,66,18.9,192.0,72.1
235,353330,1,Love at First Sight,2015-05-19,10500.0,1,1,Indie,0,12,Visual Novel,2,0,0,very positive,overwhelmingly positive,single only,1149,50,,,69.0
236,1437830,1,Heroes of the Three Kingdoms 2,2020-11-13,1100.0,6,6,Action,0,0,Strategy,1,0,0,very positive,overwhelmingly positive,single only,1028,45,346.9,704.0,
237,1477790,1,Luna's Fishing Garden,2021-06-17,8500.0,5,5,Adventure,0,14,Collectathon,9,0,1,very positive,overwhelmingly positive,single only,1014,46,5.9,172.0,90.9
238,1689910,1,Dōkyūsei: Bangin' Summer,2022-04-15,20500.0,6,2,Adventure,0,0,Dating Sim,4,0,1,very positive,overwhelmingly positive,single only,848,46,31.8,1276.0,
239,1052990,1,A Monster's Expedition,2020-09-11,20500.0,4,4,Adventure,0,9,Puzzle,14,0,1,very positive,overwhelmingly positive,single only,842,35,12.8,250.0,83.9
240,846030,1,ΔV: Rings of Saturn,2019-08-12,10500.0,5,5,Action,1,74,Early Access,14,0,1,very positive,overwhelmingly positive,single only,861,42,42.8,204.0,61.9
241,1086410,1,Golf Around!,2020-12-05,5500.0,6,6,Casual,1,22,Sports,10,0,0,very positive,overwhelmingly positive,single only,837,42,13.1,211.0,85.4
242,1918520,1,Ninja Village,2022-05-23,12000.0,2,2,Casual,0,6,Tactical RPG,6,0,0,very positive,very positive,single only,117,0,33.5,248.0,89.6
243,1817000,1,Zodiacats,2022-01-22,2150.0,5,5,Casual,0,16,Cats,6,0,1,very positive,very positive,single only,105,0,3.2,11.0,81.1
244,1420810,1,Touhou Kaeizuka ～ Phantasmagoria of Flower View.,2005-08-14,15500.0,6,6,Action,0,0,Action,1,0,0,,very positive,single only,98,0,3.0,87.0,
245,1722520,1,FIND ALL 2: Middle Ages,2022-03-03,2200.0,5,5,Casual,0,100,Hidden Object,4,0,0,very positive,very positive,single only,96,0,2.3,17.0,97.0
246,1969080,1,A Building Full of Cats,2022-07-08,2200.0,5,5,Casual,0,22,Cats,11,0,0,,very positive,single only,347,3,18.3,60.0,96.2
247,889910,1,Hell Pie,2022-07-22,26000.0,6,2,Action,0,32,Comedy,7,0,0,,very positive,single only,158,1,192.2,263.0,88.4
248,937570,1,Danmaku Amanojaku ~ Impossible Spell Card.,2014-05-11,11500.0,2,2,Action,0,0,Indie,1,0,0,,very positive,single only,132,2,,,
249,1597730,1,Dogs Organized Neatly,2021-11-01,3300.0,4,4,Casual,0,20,Casual,21,0,0,very positive,very positive,single only,519,5,4.8,106.0,92.7
250,1599880,1,Cats in Time,2021-08-27,5500.0,4,4,Adventure,0,24,Puzzle,12,0,0,very positive,very positive,single only,486,9,12.9,99.0,90.5
251,668350,1,Higurashi When They Cry Hou - Ch.6 Tsumihoroboshi,2018-06-15,8500.0,3,2,Adventure,0,15,Visual Novel,2,0,0,,very positive,single only,369,6,5.8,45.0,77.3
252,1730360,1,I'm on Observation Duty 4,2021-12-23,5500.0,4,4,Indie,0,8,Psychological Horror,1,0,0,very positive,very positive,single only,382,6,18.7,122.0,33.1
253,47880,1,Battlefield: Bad Company 2 Vietnam,2010-12-18,6000.0,1,1,Action,0,0,Action,7,0,0,,very positive,,215,4,0.0,2.0,
254,701380,1,El Tango de la Muerte,2018-04-25,5500.0,6,6,,0,0,Rhythm,10,0,1,,very positive,single only,221,4,,,
255,1871310,1,Hook 2,2022-06-30,2200.0,5,5,Casual,0,0,Puzzle,1,0,0,,very positive,single only,184,2,8.3,37.0,
256,1100160,1,Touhou Seirensen ~ Undefined Fantastic Object.,2009-08-15,15500.0,2,2,Action,0,0,Indie,1,0,0,,very positive,single only,181,3,4.5,19.0,
257,1399240,1,Yotsume God -Reunion-,2022-02-16,31000.0,6,6,Adventure,0,0,Adventure,4,0,0,very positive,very positive,single only,165,2,3.4,79.0,
258,1281790,1,SHEEPO,2020-08-27,10500.0,5,5,Action,0,18,Metroidvania,1,0,1,,very positive,single only,166,2,,,82.2
259,1921780,1,The Sushi Spinnery,2022-05-23,12000.0,2,2,Casual,0,6,Simulation,6,0,0,very positive,very positive,single only,138,2,42.6,225.0,73.1
260,1725640,1,Sudocats,2022-03-15,2200.0,5,5,Casual,0,14,Casual,3,0,1,very positive,very positive,single only,131,2,5.5,21.0,96.4
261,1790490,1,Regular Factory: Escape Room,2022-04-14,10500.0,6,6,Adventure,0,5,Escape Room,12,0,1,,very positive,single only,75,1,4.0,37.0,86.9
262,1641500,1,The Blind Of The New World,2021-05-28,10000.0,6,6,Casual,0,0,Casual,2,0,1,,very positive,single only,62,1,,,
263,1834920,1,Countryball: Europe 1890,2022-03-21,4400.0,5,5,Action,0,0,Strategy,9,0,0,very positive,very positive,single only,50,1,4.9,52.0,
264,1056490,1,The World is Your Weapon,2019-06-28,10500.0,6,6,Action,0,0,Roguelike,5,0,0,,very positive,single only,495,15,,,
265,1213230,1,Rain on Your Parade,2021-04-15,15500.0,5,5,Action,0,33,Relaxing,11,0,1,,very positive,single only,538,10,3.3,95.0,98.8
266,1927720,1,Monument Valley: Panoramic Edition,2022-07-12,8500.0,4,4,Adventure,0,19,Adventure,14,0,0,,very positive,single only,394,9,119.0,311.0,0.1
267,1348700,1,Spice&Wolf VR2,2020-12-10,26000.0,6,6,Casual,0,6,VR,4,0,0,very positive,very positive,single only,402,10,,,83.6
268,577480,1,Higurashi When They Cry Hou - Ch. 5 Meakashi,2017-04-29,8500.0,3,2,Adventure,0,16,Adventure,2,0,0,,very positive,single only,416,14,5.6,46.0,56.7
269,1100150,1,Touhou Chireiden ~ Subterranean Animism.,2008-08-16,15500.0,2,2,Action,0,0,Indie,1,0,0,very positive,very positive,single only,313,9,10.2,32.0,
270,1642220,1,FIND ALL,2021-06-03,1100.0,5,5,Casual,0,33,Hidden Object,6,0,0,very positive,very positive,single only,252,7,0.9,9.0,94.8
271,1687550,1,Bear's Restaurant,2021-10-07,13500.0,5,5,Adventure,0,5,Story Rich,14,0,1,very positive,very positive,single only,226,6,3.0,23.0,72.4
272,1906020,1,Drums Rock,2022-06-03,20500.0,6,6,Action,1,9,VR,5,0,0,very positive,very positive,single only,90,2,3.2,15.0,89.2
273,1829420,1,Before The Night,2022-07-15,14500.0,6,6,Action,0,0,Action,7,0,0,,very positive,single only,85,2,14.0,44.0,
274,968350,1,Hotel Sowls,2019-12-31,5500.0,6,6,Adventure,1,39,Indie,3,0,1,,very positive,single only,451,14,,,98.1
275,1379560,1,Steven Universe: Unleash the Light,2021-02-20,26000.0,6,4,Action,0,32,RPG,13,0,0,very positive,very positive,single only,390,13,23.1,110.0,90.9
276,1303950,1,Toodee and Topdee,2021-08-05,20500.0,5,5,Action,0,20,Controller,10,0,1,,very positive,single and multi,410,15,4.6,104.0,67.2
277,526490,1,Higurashi When They Cry Hou - Ch.4 Himatsubushi,2016-10-14,6500.0,3,2,Adventure,0,8,Visual Novel,2,0,0,,very positive,single only,373,12,4.5,66.0,54.8
278,1443430,1,Rogue,1985-06-01,3300.0,6,5,Adventure,0,0,Traditional Roguelike,1,0,0,,very positive,single only,289,12,,,
279,1034940,1,Higurashi When They Cry Hou - Ch.7 Minagoroshi,2019-07-19,8500.0,3,2,Adventure,0,14,Adventure,2,0,0,very positive,very positive,single only,290,10,5.9,48.0,87.1
280,1150460,1,Summer Paws,2020-05-27,5500.0,5,5,Casual,0,23,Relaxing,15,0,0,,very positive,single only,289,11,,,94.4
281,1721170,1,What Lies in the Multiverse,2022-03-05,18000.0,5,5,Adventure,0,43,Puzzle Platformer,10,0,1,very positive,very positive,single only,189,4,1.9,41.0,92.6
282,1819230,1,UDONGEIN X,2021-12-04,5500.0,6,6,Action,0,17,Action,3,0,0,,very positive,single only,141,5,,,18.8
283,1618290,1,TRAIN CREW,2021-10-01,15500.0,6,6,Simulation,1,0,Simulation,4,0,0,very positive,very positive,single only,87,4,10.8,44.0,
284,1921760,1,Pocket Academy,2022-06-13,12000.0,2,2,Adventure,0,6,Simulation,6,0,0,very positive,very positive,single only,77,3,14.0,174.0,82.4
285,1985260,1,Kinkoi: Golden Time,2022-07-15,31000.0,2,2,Adventure,0,15,Visual Novel,4,0,0,,very positive,single only,117,2,147.2,316.0,97.5
286,1035850,1,Balancelot,2019-05-23,8500.0,6,6,Action,0,10,Indie,1,0,0,,very positive,single only,90,24,,,16.0
